StudentNumber,Gender,Year,Semester,CourseCode,TotalGrade,GradeonDiscussionForumAccumulatedpoints,GradeonDiscussionLeader,GradeonAssignment1,GradeonAssignment2,GradeonFinalPaper,TotalTimeStudentsspentinCourseonSundays,TotalTimeStudentsspentinCourseonMondays,TotalTimeStudentsspentinCourseonTuesdays,TotalTimeStudentsspentinCourseonWednesdays,TotalTimeStudentsspentinCourseonThursdays,TotalTimeStudentsspentinCourseonFridays,TotalTimeStudentsspentinCourseonSaturdays,TotalTimeStudentsspentinCourseinHours,AverageTimeinCourseinHours,TotalLogins,TotalitemsAccessed,TotaltimespentonAssignment1inHours,NumberofTimesAssignment1Accessed,TotaltimespentonAssignment2inHours,NumberofTimesAssignment2Accessed,TotaltimespentonAssignmentscontentfolderinHours,NumberofTimesAssignmentscontentfolderAccessed,TotaltimespentonFinalPaperinHours,NumberofTimesFinalPaperAccessed,TotaltimespentonReadingfortheCourse,NumberofTimesReadingforthecourseAccessed,TotaltimespentonWeek1Readingsinhrs,NumberofTimesWeek1RdgsAccessed,TotaltimespentonWeek2Readingsinhrs,NumberofTimesWeek2RdgsAccessed,TotaltimespentonWeek3Readingsinhrs,NumberofTimesWeek3RdgsAccessed,TotaltimespentonWeek4Readingsinhrs,NumberofTimesWeek4RdgsAccessed,TotaltimespentonWeek5Readingsinhrs,NumberofTimesWeek5RdgsAccessed,TotaltimespentonWeek6Readingsinhrs,NumberofTimesWeek6RdgsAccessed,TotaltimespentonWeek7Readingsinhrs,NumberofTimesWeek7RdgsAccessed,TotaltimespentonWeek8Readingsinhrs,NumberofTimesWeek8RdgsAccessed,TotaltimespentonWeek9Readingsinhrs,NumberofTimesWeek9RdgsAccessed,TotaltimespentonWeek10Readingsinhrs,NumberofTimesWeek10RdgsAccessed,TotaltimespentonSyllabusinhrs,NumberofTimesSyllabusAccessed,TotaltimespentonWeeklyContentinhrs,NumberofTimesWeeklyContentAccessed,TotaltimespentonWeeklyContentforWeeks9and10,NumberofTimesWeeklycontentwk9andwk10Accessed,TotalHitsonContentAreaApp,TotalHitsinsideContentAreas,HitsonContent,HitsonInformation,HitsonBboardHelp,HitsonAssignment,HitsonCourseResources,HitsonQuiz,HitsonSyllabus,HitsonDocuments,HitsonReadings,Hitsonbooks,HitsonEReserves,HitsonFinalPaper,HitsonMessages,HitsonFirstSteps,HitsonRoster,hitsonParticipation,HitsonSubmittingWork,HitsonWebLinksampother,HitsonTasks,HitsonWebSitesampother,HitsonStaffInformation,HitsonToolsAreaApp,TotalHitsonMyGradesApp,TotalHitsonAnnouncementApp,TotalHitsonDBApp,DBDiscussionLeaderSignupboardMFhits,DBGeneralQuestionsMFhits,DBIntroductionMFhits,DBWaterCoolerMFHits,DBWeek1MFhits,DBWeek2MFhits,DBWeek3MFhits,DBWeek4MFhits,DBWeek5MFhits,DBWeek6MFhits,DBWeek7MFhits,DBWeek8MFhits,DBWeek9MFhits,DBWeek10MFhits,TotalDBMFhits,DBDiscussionLeaderSignupboardNumberofposts,DBGeneralQuestionsNumberofposts,DBIntroductionNumberofposts,DBWaterCoolerNumberofposts,DBWeek1Numberofposts,DBWeek2Numberofposts,DBWeek3Numberofposts,DBWeek4Numberofposts,DBWeek5Numberofposts,DBWeek6Numberofposts,DBWeek7Numberofposts,DBWeek8Numberofposts,DBWeek9Numberofposts,DBWeek10Numberofposts,TotalNumberofDBposts,TotalUserActivityInsideContentAreas
145,#NULL!,2014,Summer,19,92,34.1000,10,5,10,33,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,524,52,0,0,#NULL!,36,#NULL!,#NULL!,15,#NULL!,0,#NULL!,#NULL!,#NULL!,1,#NULL!,0,#NULL!,#NULL!,1,0,#NULL!,0,17,15,90,349,0.0,0.0,#NULL!,0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,2,42.0,#NULL!,0,#NULL!,0,4,5,4,5,4,4,5,4,5,2,42,#NULL!
146,#NULL!,2014,Summer,19,100,39.7500,10,5,10,35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1593,58,0,0,#NULL!,19,#NULL!,#NULL!,20,#NULL!,18,#NULL!,#NULL!,#NULL!,0,#NULL!,0,#NULL!,#NULL!,1,0,#NULL!,0,4,3,304,1225,0.0,0.0,#NULL!,0,4.0,8.0,9.0,8.0,7.0,9.0,7.0,11.0,7.0,2,72.0,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!
147,#NULL!,2014,Summer,19,94,36.5000,9,4,10,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1062,65,0,0,#NULL!,24,#NULL!,#NULL!,29,#NULL!,10,#NULL!,#NULL!,#NULL!,0,#NULL!,0,#NULL!,#NULL!,2,0,#NULL!,4,12,17,152,812,0.0,0.0,#NULL!,0,4.0,3.0,4.0,6.0,6.0,6.0,5.0,8.0,6.0,2,50.0,#NULL!,0,#NULL!,0,5,3,5,6,6,6,6,8,6,2,53,#NULL!
148,#NULL!,2014,Summer,6,#NULL!,36.5000,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1017,203,#NULL!,#NULL!,#NULL!,42,143,#NULL!,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,11,0,1,4,134,675,0.0,3.0,1,0,1.0,2.0,8.0,4.0,6.0,6.0,8.0,10.0,3.0,2,54.0,#NULL!,3,#NULL!,#NULL!,3,2,8,4,6,6,8,8,3,2,53,#NULL!
149,#NULL!,2014,Summer,6,99,35.5000,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,759,221,#NULL!,#NULL!,#NULL!,38,113,#NULL!,21,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,#NULL!,42,2,8,1,107,420,0.0,0.0,4,0,1.0,8.0,4.0,8.0,10.0,8.0,13.0,11.0,13.0,8,88.0,#NULL!,0,#NULL!,#NULL!,5,8,4,8,10,8,13,13,13,8,90,#NULL!
150,#NULL!,2014,Summer,6,96,38.2500,#NULL!,18,10,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,482,92,#NULL!,#NULL!,#NULL!,18,63,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,8,1,0,0,69,320,0.0,0.0,4,0,2.0,6.0,9.0,6.0,6.0,8.0,5.0,5.0,7.0,7,65.0,#NULL!,0,#NULL!,#NULL!,7,6,9,6,6,8,5,5,7,7,66,#NULL!
151,#NULL!,2014,Summer,6,81,21.0000,#NULL!,18,11,31,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,584,135,#NULL!,#NULL!,#NULL!,54,42,#NULL!,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,#NULL!,21,9,17,16,95,312,0.0,1.0,0,0,2.0,5.0,3.0,5.0,1.0,4.0,5.0,6.0,3.0,0,35.0,#NULL!,1,#NULL!,#NULL!,3,5,2,5,1,4,5,5,3,0,34,#NULL!
152,#NULL!,2014,Summer,6,99,35.2500,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,625,218,#NULL!,#NULL!,#NULL!,28,169,#NULL!,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,19,3,5,2,61,336,0.0,1.0,2,0,1.0,4.0,7.0,6.0,6.0,5.0,10.0,8.0,6.0,5,61.0,#NULL!,1,#NULL!,#NULL!,4,4,7,6,6,5,10,10,6,5,64,#NULL!
153,#NULL!,2014,Summer,6,100,37.0000,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,971,276,#NULL!,#NULL!,#NULL!,24,158,#NULL!,13,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,#NULL!,86,0,0,3,137,554,0.0,0.0,5,0,1.0,7.0,8.0,9.0,6.0,7.0,7.0,8.0,5.0,5,68.0,#NULL!,0,#NULL!,#NULL!,7,7,8,9,6,7,7,7,5,5,68,#NULL!
154,#NULL!,2014,Summer,6,94,31.5000,#NULL!,18,11,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,589,110,#NULL!,#NULL!,#NULL!,23,74,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,8,0,54,47,68,309,0.0,0.0,3,0,1.0,4.0,4.0,2.0,4.0,3.0,6.0,4.0,4.0,4,39.0,#NULL!,0,#NULL!,#NULL!,5,4,4,2,4,3,6,6,4,4,42,#NULL!
155,#NULL!,2014,Summer,6,94,34.0000,#NULL!,17,12,32,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,728,140,#NULL!,#NULL!,#NULL!,38,89,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,11,0,0,13,113,462,0.0,3.0,6,0,1.0,6.0,8.0,9.0,8.0,4.0,7.0,8.0,5.0,3,68.0,#NULL!,3,#NULL!,#NULL!,8,6,8,9,8,4,7,7,5,3,68,#NULL!
156,#NULL!,2014,Summer,6,95,32.7500,#NULL!,18,12,33,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,644,118,#NULL!,#NULL!,#NULL!,21,60,#NULL!,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,#NULL!,33,0,8,9,90,418,0.0,0.0,4,0,2.0,4.0,7.0,13.0,11.0,11.0,7.0,8.0,7.0,11,85.0,#NULL!,0,#NULL!,#NULL!,8,4,7,13,11,11,7,7,7,11,86,#NULL!
157,#NULL!,2014,Summer,6,100,37.0000,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,693,161,#NULL!,#NULL!,#NULL!,16,117,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,27,0,12,12,84,424,0.0,1.0,4,0,2.0,4.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,5,58.0,#NULL!,2,#NULL!,#NULL!,7,4,6,6,7,6,6,6,6,5,61,#NULL!
158,#NULL!,2014,Summer,6,97,35.5000,#NULL!,16,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1190,207,#NULL!,#NULL!,#NULL!,64,99,#NULL!,27,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,16,2,6,0,221,754,0.0,0.0,6,0,1.0,9.0,9.0,9.0,9.0,6.0,10.0,8.0,7.0,5,79.0,#NULL!,0,#NULL!,#NULL!,8,9,9,9,9,6,10,10,7,5,82,#NULL!
159,#NULL!,2014,Summer,6,#NULL!,35.0000,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,465,91,#NULL!,#NULL!,#NULL!,16,56,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,17,0,8,9,68,289,0.0,0.0,4,0,1.0,5.0,1.0,5.0,4.0,9.0,4.0,7.0,8.0,9,57.0,#NULL!,0,#NULL!,#NULL!,6,5,1,6,4,9,4,4,8,9,56,#NULL!
160,#NULL!,2014,Summer,6,99,35.2500,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,490,90,#NULL!,#NULL!,#NULL!,14,60,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,14,1,1,1,65,329,0.0,2.0,6,0,1.0,7.0,9.0,7.0,5.0,10.0,8.0,11.0,12.0,8,86.0,#NULL!,2,#NULL!,#NULL!,7,7,9,7,5,10,8,8,12,9,84,#NULL!
161,#NULL!,2014,Summer,6,93,29.5000,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,776,209,#NULL!,#NULL!,#NULL!,31,161,#NULL!,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,#NULL!,19,2,10,7,104,444,0.0,0.0,1,0,2.0,5.0,3.0,7.0,6.0,10.0,7.0,6.0,7.0,0,54.0,#NULL!,0,#NULL!,#NULL!,4,5,3,7,6,10,7,7,7,0,56,#NULL!
162,#NULL!,2014,Summer,6,97,36.5000,#NULL!,17,11,33,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,872,234,#NULL!,#NULL!,#NULL!,22,284,#NULL!,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,18,0,31,25,133,449,0.0,0.0,5,0,1.0,6.0,7.0,8.0,7.0,8.0,11.0,10.0,9.0,7,79.0,#NULL!,0,#NULL!,#NULL!,7,6,7,8,7,8,11,11,9,7,81,#NULL!
163,#NULL!,2014,Summer,6,60,21.2500,#NULL!,17,4,19,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,86,30,#NULL!,#NULL!,#NULL!,4,18,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,8,3,2,0,7,43,0.0,0.0,3,0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,0.0,0,29.0,#NULL!,0,#NULL!,#NULL!,5,4,4,2,5,3,4,4,0,0,31,#NULL!
164,#NULL!,2014,Summer,6,94,36.2500,#NULL!,18,11,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,842,181,#NULL!,#NULL!,#NULL!,23,135,#NULL!,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,#NULL!,29,2,39,37,81,499,0.0,0.0,4,0,1.0,7.0,8.0,9.0,7.0,10.0,6.0,11.0,9.0,9,81.0,#NULL!,0,#NULL!,#NULL!,6,7,8,9,7,11,7,7,9,9,80,#NULL!
165,#NULL!,2014,Summer,20,97,40.0000,#NULL!,9,22,26,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1053,47,#NULL!,#NULL!,#NULL!,11,#NULL!,6,#NULL!,30,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,0,#NULL!,#NULL!,#NULL!,0,#NULL!,2,2,8,175,816,0.0,0.0,1,0,7.0,7.0,9.0,8.0,10.0,8.0,5.0,7.0,7.0,8,77.0,#NULL!,0,6,#NULL!,6,6,9,8,10,8,5,6,7,8,79,#NULL!
166,#NULL!,2014,Summer,20,95,38.0000,#NULL!,8,22,27,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,450,41,#NULL!,#NULL!,#NULL!,6,#NULL!,2,#NULL!,33,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0,#NULL!,#NULL!,#NULL!,1,#NULL!,0,21,10,61,315,0.0,0.0,1,0,12.0,11.0,12.0,19.0,16.0,16.0,15.0,15.0,18.0,15,150.0,#NULL!,0,1,#NULL!,12,11,12,19,16,16,15,15,18,15,150,#NULL!
167,#NULL!,2014,Summer,20,98,40.0000,#NULL!,8,22,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,742,75,#NULL!,#NULL!,#NULL!,12,#NULL!,2,#NULL!,61,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0,#NULL!,#NULL!,#NULL!,0,#NULL!,2,4,4,111,546,0.0,0.0,1,0,11.0,8.0,13.0,11.0,11.0,9.0,10.0,6.0,6.0,12,98.0,#NULL!,0,6,#NULL!,11,8,13,11,11,9,10,6,6,12,103,#NULL!
